tokens	target word	tagger tag	human tag	tp/tn
ke , on that way , bruh , I don't really fuck with it . I don't watch st	really	R	PREVB	tp
retro twelves . Mm-hm . I don't really even fuck with Jordan no more ,	really	R	PREVB	tp
t no different . I mean- I mean really and truly , it ain't no differe	really	R	PREVB	tp
e to stay . It can't be . I mean really and truly . It ain't no differe	really	R	PREVB	tp
- You know , the older guys , we really don't have that much problem w	really	R	PREVB	tp
ore of a younger crowd , so not really . Yeah . Guys I grew up with , th	really	R	POSTVB	tp
eople that stay over here that really truly don't go to East Tarboro	really	R	PREVB	tp
balance . You know , it- it- it really you know , um- You know , like I	really	R	PREVB	tp
n the right position , they can really help the town . You know , just	really	R	PREVB	tp
ever forget that . < sigh > No , I really didn't get in a lot of trouble	really	R	PREVB	tp
the things that I- I- I do- I really don't like about this generati	really	R	PREVB	tp
Like god damn , I- I had- well really what was happening , I kept ski	really	R	PREVB	tp
atnot . Other than that it wont really very much to do . We never had	really	R	POSTVB	tp
each other . Mm-hm . < name > is a really nice person . Um , in the commun	really	R	NPAM	tp
o . But I don't- I did- I don't really know exactly why , but I'm assu	really	R	PREVB	tp
arents about it . Like , I don't really remember my Uncle < name > growi	really	R	PREVB	tp
ncle . So , uh , but he was never really there growing up . And I don't	really	R	POSTVB	tp
I like those real life- things really could happen . Um , and I like h	really	R	PREVB	tp
l I got a little bit older and really realized their mission , until	really	R	PREVB	tp
ould race- At night , it wasn't really a- a shift . Whoever got to the	really	R	POSTVB	tp
negative so , they didn't never really have anything to say . It- it w	really	R	PREVB	tp
ers . And um , < ts > that's all I really- That's all she- I remember . A	really	R	PREVB	tp
- I think that's my calling . I really do . To give and to love and- C	really	R	PREVB	tp
ach them because some kids are really hurting , and some kids just ne	really	R	PREVB	tp
or young people . That's what I really wanna do . That's my dream . I w	really	R	PREVB	tp
value- They don't- They don't really have any rules and regulations	really	R	PREVB	tp
ol > . Mm-hm . I didn't- I didn't really like it . I was doing it more s	really	R	PREVB	tp
. Yeah , other . Well I- I never really lived in Atlanta . I been livin	really	R	PREVB	tp
If they not hooping , they not really- you know , they're not doing t	really	R	PREVB	tp
when I was like a kid . I don't really remember that shit . I don't kn	really	R	PREVB	tp
s . So . Every day . Mm-hm . No , I really like um , the hairdressers that	really	R	PREVB	tp
in your heart . When you don't really know a person's business , then	really	R	PREVB	tp
you can't tell people how you really feeling . And- and- and I- I wa	really	R	PREVB	tp
le better because this is not- really wasn't me . So um , and I was dr	really	R	PREVB	tp
nd then it was at one point , I really didn't know who I was , and I w	really	R	PREVB	tp
but it was a attitude that not really people- letting people know th	really	R	PREVB	tp
s um , kind of , < ts > um , Didn't really wanna go to Sunday school beca	really	R	PREVB	tp
and his dad , and that's when I really found hope- hope and stuff , so	really	R	PREVB	tp
thing would say stuff that she really didn't know that impacted my l	really	R	PREVB	tp
for- from their parents , they really don't even get it from the tea	really	R	PREVB	tp
were responsible for us , so we really could not go anywhere . Like I-	really	R	PREVB	tp
e was there , you know , so . Not really . Not really . Mm-hm . I was tomb	really	R	POSTVB	tp
p me in the house . I- I didn't really- I didn't- I didn't hang out t	really	R	PREVB	tp
ll of us slept in one bed , one really big bed . And I remember , < laug	really	R	NPAM	tp
se , never drove a car . Um , not really . Other than that , I had a aunt	really	R	POSTVB	tp
ut a thousand or so . There was really nothing over here . Everything	really	R	POSTVB	tp
tial reaction was white people really act how they act on TV . Like I	really	R	PREVB	tp
ght that was crazy . Cause they really talk like that . I- I never exp	really	R	PREVB	tp
high school . And I liked it . I really liked it . I really liked the a	really	R	PREVB	tp
with you , I never kn- I never really knew about Virginia until I w-	really	R	PREVB	tp
I don't know why , but I never really cared about what other people	really	R	PREVB	tp
r , but no I don't . < ts > I j- I really- I really don't have the time .	really	R	PREVB	tp
I really have to make time because I ha	really	R	PREVB	tp
have a favorite movie . I don't really have a favorite anything , but	really	R	PREVB	tp
that those are- those are not really suburban areas , but you have y	really	R	NPAM	tp
I mean , I don't know . I don't really think about it- football like	really	R	PREVB	tp
o like , it takes a village , it really was a village because , you kno	really	R	PREVB	tp
fferent people . One thing that really sticks out about high school i	really	R	PREVB	tp
African Americans . And I don't really know how I feel one way or ano	really	R	PREVB	tp
of the people I don't- I don't really wanna be associated with none	really	R	PREVB	tp
as before where we did- didn't really have as much because it was pr	really	R	PREVB	tp
it touches your soul . I can't really explain it , it's something you	really	R	PREVB	tp
Um , I'm a ex-wife and so I was really domestic for a long period of	really	R	PREJJ	tp
do know that Adams Morgan was really popular for different go go ba	really	R	PREJJ	tp
he song , so . I think there are really some talented people . Um , and	really	R	NPAM	tp
I really- I'm surprised that it didn't	really	R	PREJJ	tp
would have , because it's- it's really , uh , a unique genre of music .	really	R	POSTVB	tp
ng . Um , and- a- I- you know , I really- Morton's , Morton's Steakhouse	really	R	PREVB	tp
ole in the wall spots that are really really popular , um , in the cit	really	R	PREJJ	tp
actually nice too , so . It just really depends on the mood for me as	really	R	PREVB	tp
I can go to a mom and pop and really get some great food in DC . I-	really	R	PREVB	tp
one corner . Um , and it's- so I really would say like growing up , tho	really	R	PREVB	tp
re I went to high school , they really didn't go into DC because to t	really	R	PREVB	tp
ery dangerous at one point . It really was . Mm-hm . Uh-huh . Absolutely	really	R	PREVB	tp
introverted . And I think that really hurts them in terms of being c	really	R	PREVB	tp
bad as Southeast . So it wasn't really no transition . Like it would b	really	R	POSTVB	tp
That's all that we- We wasn't really into none of the crime or doin	really	R	POSTVB	tp
s play basketball . ? We wasn't really into doing anything negative .	really	R	POSTVB	tp
ross town . So uh , anything you really wanted to do you had to go acr	really	R	PREVB	tp
throw things like that , so we really kind of enjoyed going to schoo	really	R	PREVB	tp
iding the bus at the time so I really wouldn't know anything about t	really	R	PREVB	tp
< laugh > You know , So , I didn't really know what I was participating	really	R	PREVB	tp
type guy so it- it- it didn't really- it didn't really matter to me	really	R	PREVB	tp
t more . And- and that's when I really start realizing the word volun	really	R	PREVB	tp
f it- Those were the days were really you you either heard the fire	really	R	POSTVB	tp
now , and- and whatnot . So that really caught my interest then . And I	really	R	PREVB	tp
tle bit soon we woulda been in really serious trouble . And um , so th	really	R	NPAM	tp
. You know , so when people who really needed to get out , two more ho	really	R	PREVB	tp
alize the roots that this town really has . You know , I mean to be a	really	R	PREVB	tp
you know , and- and it's- it's really , to me , an honor you know , to	really	R	POSTVB	tp
mes when you think the town is really going under , you know , came ou	really	R	PREVB	tp
About five years the town was really really in a financial bind and	really	R	POSTVB	tp
st people felt like he weren't really concerned about the town and u	really	R	PREJJ	tp
r- I was finna say she didn't really never worked in the field . She	really	R	PREVB	tp
' t no dinner , no play . Oh , not really cause you know , I- I- I don't	really	R	POSTVB	tp
know , in class , self person . I really didn't do a lot of talking . I	really	R	PREVB	tp
at work , I'm down here so not really . Not really . Oh , I don't think	really	R	POSTVB	tp
, so . No . N- not really . Because , like I said , when I	really	R	POSTVB	tp
ah . When we have free time . We really don't have that much free time	really	R	PREVB	tp
mean people now- Don't nobody really wanna volunteer no more , so it	really	R	PREVB	tp
it- a lot of people now- I- I really look at the word volunteer . Yo	really	R	PREVB	tp
ome asleep . So , you know , they really don't miss me then cause they	really	R	PREVB	tp
there , so . I ain't playing . I really don't- I don't look at sports	really	R	PREVB	tp
st DC off of Benning Road . Not really , well yeah . < laugh > I went to	really	R	POSTVB	tp
foot- Like , basketball wasn't really my sport , and so I'd- I- I was	really	R	POSTVB	tp
say- say my older sisters were really focused on me too much . Like ,	really	R	PREJJ	tp
it was . U- I- No , I- I don't- really don't know what farm it was . M	really	R	PREVB	tp
, three levels . Yeah , it was a really big house . And- No , it didn't ,	really	R	NPAM	tp
hing . Um , but I say like , if I really think about it , majority of ou	really	R	PREVB	tp
candy for a quarter . Um , and I really miss that , but uh , we just wen	really	R	PREVB	tp
> the beat ( laughing ) . And you really don't understand what they act	really	R	PREVB	tp
n years old , and he's not even really into the streets . Like , he- he	really	R	POSTVB	tp
ting . And she was like , you're really good with words . Keep writing .	really	R	PREJJ	tp
ave been further back . I don't really remember . But I still have my	really	R	PREVB	tp
anded to them , and they're not really going to use it . N- Because I	really	R	PREVB	tp
e kind of older now . You don't really remember everything , so we not	really	R	PREVB	tp
mework , and he's like , I can't really help them because I don't real	really	R	PREVB	tp
tion at his job , so he doesn't really feel like he needs to go back ,	really	R	PREVB	tp
mean he does- He kind of does really well at his job , and he has a	really	R	POSTVB	tp
nce- everyone before me hasn't really had that experience . Like , my	really	R	PREVB	tp
over every year . And it wasn't really progressing . So , and then my m	really	R	PREVB	tp
oing other things that weren't really- But he's smart . He's a smart	really	R	PREJJ	tp
ships . In Maryland , they don't really have that . D- So , that's why I	really	R	PREVB	tp
ually saying . I- I- I- I- I really can't get it right now , but so	really	R	PREVB	tp
ike at the school , they didn't really care about their education . Li	really	R	PREVB	tp
ns . I'm like , but what can you really do for us ? And he was like , I	really	R	PREVB	tp
t . She really really wanted it . And I'm like , < ts >	really	R	PREVB	tp
teering committee . Because she really wanted it . She really wanted i	really	R	PREVB	tp
after . W- Like , when I started really knowing people , like when I re	really	R	PREVB	tp
s like , your maturity level is really high , so I went . We went to do	really	R	PREJJ	tp
ou know , I'm young . I- I don't really know what I'm talking about , b	really	R	PREVB	tp
heir energy- and my sister was really like , bold , and like nobody re	really	R	PREJJ	tp
l by myself , and people didn't really like my older sister . So then	really	R	PREVB	tp
lking- like , I started talking really early . And I started- she said	really	R	POSTVB	tp
Yeah . Yeah . Yeah . And she was really excited . Like , she was jumping	really	R	PREJJ	tp
way . And like- like , now she's really excited because she's finally	really	R	PREJJ	tp
d I think that's when I really really dove into like , my creative ex	really	R	PREVB	tp
ay < laugh > . She said she don't really know what happened , but she go	really	R	PREVB	tp
ut then you can find some that really- really care about kids . Reall	really	R	PREVB	tp
hat , you know , basically ain't really is not too much what we could	really	R	PREVB	tp
ause the adults at that school really wanted us to have respect for	really	R	PREVB	tp
. < laugh > So I don't think she really had that school in mind until	really	R	PREVB	tp
le . So I think that's how they really got over to Forestville . My da	really	R	PREVB	tp
t was a game . And I found that really weird if that's how you bring	really	R	PREJJ	tp
had three shots on goal and I really didn't know what I was doing .	really	R	PREVB	tp
a lot of people . < school > is a really big school . Uh , my graduating	really	R	NPAM	tp
e I'm able to focus and when I really need the help I'll aks my teac	really	R	PREVB	tp
it cause it's a lot of kids to really focus on , so the fact that kid	really	R	PREVB	tp
p to them and aks for help , it really helps them for real . Uh , I rea	really	R	PREVB	tp
he years . So like , we've never really wanted for anything . Each Chri	really	R	PREVB	tp
ver to < school > . And we didn't really talk . At- back track . We went	really	R	PREVB	tp
ol freshman year . But I didn't really start talking to her until lik	really	R	PREVB	tp
g s- community service which I really love to do . And being able to	really	R	PREVB	tp
sponsibility , cause no one has really stepped up to that responsibil	really	R	PREVB	tp
happy , so . If a day like that really comes which is like , a blue mo	really	R	PREVB	tp
n places where buildings don't really belong . I get that DC is heavi	really	R	PREVB	tp
at's a thing that you wouldn't really see in this type of neighborho	really	R	PREVB	tp
seum minimum twice , so I don't really have a great memory of ' em . Th	really	R	PREVB	tp
different things you wouldn't really see in your neighborhood per s	really	R	PREVB	tp
d chicken . And maybe if you're really feeling it , you put ' em on you	really	R	PREVB	tp
of mumbo sauce . I don't under- really understand how to s- describe	really	R	PREVB	tp
That's smothering it . And you really take away the taste of the chi	really	R	PREVB	tp
ple hate me for it but I don't really listen to go go music . I don't	really	R	PREVB	tp
laces . It was like Georgia but really can't say Georgia , cause I thi	really	R	PREVB	tp
eing a clown . Being a- No , not really a class clown , but you know , j	really	R	POSTVB	tp
laying softball . What ? When we really really started hanging . Yeah .	really	R	PREVB	tp
we- we knew each other . But we really got close when we started play	really	R	PREVB	tp
. Call him Uncle < name > but he really is my cousin . And way back the	really	R	PREVB	tp
yeah- I didn't- well , I didn't really kn- know that much of my mom's	really	R	PREVB	tp
at me . And it- it made me feel really bad so they hold really high s	really	R	PREJJ	tp
ed me before . He's never like , really yelled at me before , but one t	really	R	PREVB	tp
o , because my grandparents are really in my life , and um- I'm really	really	R	POSTVB	tp
. And , um , School . Right . When really all the farming was done , but	really	R	PREVB	tp
go to school because c- school really didn't open for us til about ,	really	R	PREVB	tp
a lot of those black kids they really had to stay and work on the fa	really	R	PREVB	tp
- Speed r- I mean , Princeville really didn't have ? many stores , you	really	R	PREVB	tp
t I could cook , I did it , so I really started when I was about eight	really	R	PREVB	tp
n tobacco and stuff like- So I really had to , uh , look out for the y	really	R	PREVB	tp
d did not plan . And so I- I- I really honestly believe that sometime	really	R	PREVB	tp
ave gone through , because I- I really feel that there have been some	really	R	PREVB	tp
c school arena . And so I would really like to explore what it would	really	R	PREVB	tp
ontinues to this day . And I- I really feel that through all the diff	really	R	PREVB	tp
t went well are- are ones that really really stick out . Well , there	really	R	PREVB	tp
I don't feel like you- you can really be cognizant of what's going o	really	R	PREVB	tp
s pretty much it . Because I- I really wasn't , um , I wasn't really in	really	R	PREVB	tp
hand and I- I didn't know , y- really the difference between a Corni	really	R	POSTVB	tp
had a- uh , a lot of people who really , uh , were all about the studen	really	R	PREVB	tp
versight that really helped to you know , shape and	really	R	PREVB	tp
d , uh , where we went . And I- I really think that it was , uh , their o	really	R	PREVB	tp
his is family . And like , we're really big on family , whereas when I	really	R	PREJJ	tp
he morning , and they have this really old restaurant called Macadoos	really	R	NPAM	tp
t something like that would of really happened , and I'm just like , w	really	R	PREVB	tp
eople everywhere , never had to really worry about my race . Like I- I	really	R	PREVB	tp
cher called her , and we didn't really talk about it again- about the	really	R	PREVB	tp
e is it ? Um , so that- that was really rough for me . And it's- it's s	really	R	PREJJ	tp
are you ? And it's like , do we really live in a society where we hav	really	R	PREVB	tp
h writing that paper that I- I really came to resonate with my ident	really	R	PREVB	tp
stoops . Um , and there was this really big playground behind my grand	really	R	NPAM	tp
ack there . Um , but there was a really big playground , and it had thi	really	R	NPAM	tp
ady's house . Um , and that's- I really miss the candy lady's house . U	really	R	PREVB	tp
uccessful . Um , And I- and that really made me excited cause I said ,	really	R	PREVB	tp
e of it and I should not be , I really don't have a reason to be here	really	R	PREVB	tp
m- mainly black teachers that really influenced me too , and oh yeah	really	R	PREVB	tp
lose half of her face ? Did she really have to go out like that ? Just	really	R	PREVB	tp
nship , it's just that he never really worked towards having a g- goo	really	R	PREVB	tp
was two years old . So I don't really remember him not being in my l	really	R	PREVB	tp
the way they- And we couldn't really understand what he was saying .	really	R	PREVB	tp
ike a family thing . So , um , we really couldn't understand my dad chu	really	R	PREVB	tp
ionship . And it wasn't until I really got older , probably like high	really	R	PREVB	tp
ds chirping . All older people , really no kids on my block . And as I	really	R	POSTVB	tp
it was gang affiliated , but it really wasn't . So this was a time whe	really	R	PREVB	tp
and you might wanna ch- . But I really wasn't in a gang , it was just-	really	R	PREVB	tp
oks as I was younger , I wasn't really into the streets , wasn't havin	really	R	POSTVB	tp
all , y'all can stay on campus really get the feel of what it is . So	really	R	PREVB	tp
g the yard . They were the ones really doing stuff for the youth . So	really	R	PREVB	tp
name , it's about what they're really doing on campus and in the com	really	R	PREVB	tp
n awhile because people wasn't really doing other things , and so onc	really	R	PREVB	tp
a lot of stuff like , you can't really get away on her cause l- she-	really	R	PREVB	tp
just a little bit , but no , not really . I had a good time . It was ama	really	R	POSTVB	tp
took us to his neighborhood to really show us . No . Yeah . < laugh > And	really	R	PREVB	tp
ff the chain . Off the chain . I really don't know cause I feel like s	really	R	PREVB	tp
Uh-huh . I'm'a try it . < laugh > Really ? Probably not . Mm-hm . But I fe	really	R	POSTVB	tp
hat was my sweet sixteen gift . Really- < laugh > So , I'm not gonna say	really	R	PREVB	tp
my relationships . Like you are really spoiled . Like you really think	really	R	PREJJ	tp
own , work . < laugh > It very- It really is . Mm-hm . You younger , he- Ok	really	R	PREVB	tp
say people envied it , but they really just didn't like me . So like ,	really	R	PREVB	tp
k . Like , it was- it- if people really hated it- And it's just so fun	really	R	PREVB	tp
ause I don't like being hot . I really hate being hot , and I didn't t	really	R	PREVB	tp
r . I'm talking about like , you really don't want to dress dress up b	really	R	PREVB	tp
Like that . And so um , < ts > it really took a toll on us because < nam	really	R	PREVB	tp
ed to speak . I feel like I was really at a good space in my life , an	really	R	POSTVB	tp
to keep like , replaying , and I really had to see a psychiatrist on W	really	R	PREVB	tp
field I took up because I had really wanted to be a CPA . < laugh > An	really	R	PREVB	tp
e back . And , um , I felt that I really had a story to share with a lo	really	R	PREVB	tp
f your space and like , look , I really- this is what I need to do , an	really	R	PREVB	tp
I'm- but I'm gonna do it , I am really focused on getting a degree be	really	R	PREJJ	tp
of the womanizer , though he's really a incredible dork . This- like ,	really	R	POSTVB	tp
n Washington < ts > and that was really cool cause we'd sung with Chri	really	R	PREJJ	tp
ere some of my classmates were really starting to be like , oh , like ,	really	R	PREVB	tp
as the first time I've felt- I really felt- I really felt like I fit	really	R	PREVB	tp
. Have you- Soylent Green is a really good one . Like , I would- I wou	really	R	NPAM	tp
t was a bunch of stuff . It was really , really good . Um , and that's a	really	R	PREJJ	tp
. And it's like- like she- she really saw my struggle to like , not-	really	R	PREVB	tp
e's this thing that's gonna be really affecting DC heavily , um , in a	really	R	PREVB	tp
ds . Like , f- it's- it- if it's really this thing , like it's gonna be	really	R	POSTVB	tp
e type of parallels are what I really live for . Um , maybe it's somet	really	R	PREVB	tp
also on me too . Like , I didn't really mean that . Um , I was just frus	really	R	PREVB	tp
inking to myself , damn I would really like to have a beer with my da	really	R	PREVB	tp
two thousand one that I start really hitting my- my stride as the H	really	R	PREVB	tp
t . I don't like funerals . I- I really don't like funerals . They're-	really	R	PREVB	tp
t- Um , < ts > let's see . I don't really- I can't really say because um	really	R	POSTVB	tp
e can- I can have a one on one really with the teacher . Not like- no	really	R	POSTVB	tp
my classes I have- I work . I'm really not into like , working at nigh	really	R	POSTVB	tp
is < ts > um , go go was always a really aggressive music , um , and so t	really	R	NPAM	tp
you base it out of . But that's really like the make up of uh , uh , uh	really	R	POSTVB	tp
t the dyke in here . But it was really later later on . Yeah . It was a	really	R	PREJJ	tp
t area . And then the- the next really huge flood that I can remember	really	R	NPAM	tp
aside for me because I wasn't really , you know , concentrating on it	really	R	POSTVB	tp
ent to < school > . So that- I- I really need the flexibility and th- a	really	R	PREVB	tp
Our general funds were looking really good . I mean , we were- Let me	really	R	PREJJ	tp
lling me to let me know that I really need to get serious and get my	really	R	PREVB	tp
I almost picked her up . Cause really in the back of my heart , it ha	really	R	PREVB	tp
, I- like I say , the flood , it really never t- dawned on me how deva	really	R	PREVB	tp
, what busses we got- We don't really need it because we're big on i	really	R	PREVB	tp
ot to high school , they didn't really have beef anymore , but they we	really	R	PREVB	tp
fferent locations , this sounds really interesting . I went to < school	really	R	PREJJ	tp
very couple of years , um , this really intense moment of intimacy . Um	really	R	NPAM	tp
like couple of hours for it to really hit you all the way . So he was	really	R	PREVB	tp
e juice behind it cause it was really nasty , right ? So once you drin	really	R	PREJJ	tp
ck cocaine . You know , I wasn't really smoking any more reefer at tha	really	R	PREVB	tp
ng it . So I kept smoking it , I really didn't- didn't- didn't- didn't	really	R	PREVB	tp
pt it from him . And by him not really knowing what was going on , uh ,	really	R	PREVB	tp
to get our heroin . Uh , so she really didn't know- know , uh , what we	really	R	PREVB	tp
e she didn't really understand the nature of what	really	R	PREVB	tp
she wasn't um- she- she didn't really try to stop it you know becaus	really	R	PREVB	tp
now they weren't- they weren't really asking anybody for anything th	really	R	PREVB	tp
- that was a big thing , my mom really was hurt by him- him being ass	really	R	PREJJ	tp
retty much , uh , everything was really really good you know and uh , t	really	R	PREJJ	tp
ther . And um , they weren't really close they kind of like went t	really	R	PREJJ	tp
rothers they weren't really close but they did things toge	really	R	PREJJ	tp
ars older than I was they were really close . And uh , my oldest two b	really	R	PREJJ	tp
have to cause there's nothing really in Princeville you know , to ge	really	R	POSTVB	tp
o many people- and that's when really everybody rallied you know , to	really	R	PREVB	tp
' t know what it's like until I really got hired at < work > what it wa	really	R	PREVB	tp
t's not- it's- it's no where I really wanna stay . You know , but I li	really	R	PREVB	tp
as Carolina , you know , Duke is really not that far so we're in a goo	really	R	POSTVB	tp
ometime it sad when they don't really use it to their advantage . You	really	R	PREVB	tp
, uh , performing , and I wasn't really living anywhere . I was just ki	really	R	PREVB	tp
ling from a stroke , and so not really working right now . < ts > Okay .	really	R	PREVB	tp
Like that was real cool . Um , I really enjoyed having s- all that fam	really	R	PREVB	tp
just doing stuff that I didn't really care for . So , yeah . And hm , I	really	R	PREVB	tp
ut for like two years before I really ever played it right ? This was	really	R	PREVB	tp
s one of those things we don't really talk about . And yeah like- lik	really	R	PREVB	tp
. I remember that . Um , she was really excited when he proposed , and	really	R	PREJJ	tp
we all were really excited for her too . Um , and w	really	R	PREJJ	tp
thing like that . It's always a really intense like , moment of togeth	really	R	NPAM	tp
t know . And- an- It- it hadn't really hit me . I was attending the me	really	R	PREVB	tp
anyway . But , uh , it- that was really the most devastating point . A	really	R	POSTVB	tp
t , um , I- everything that I- I really can recall or rules and things	really	R	PREVB	tp
ene was um , it- it w- it was a really fun scene . You know , females a	really	R	NPAM	tp
re in a club and it's like not really a lot of room whatsoever . And	really	R	POSTVB	tp
use . Tell you the truth , it's really no difference because Maryland	really	R	POSTVB	tp
know what I'm saying we don't really affiliate ourself with Baltimo	really	R	PREVB	tp
And um , you know , I mean they really didn't get along cause anybody	really	R	PREVB	tp
and was in DC their whole life really didn't consider Maryland being	really	R	PREVB	tp
now I mean i- it's- it- it was really no different to me you know wh	really	R	PREJJ	tp
know what I'm saying you don't really indulge in that too much but y	really	R	PREVB	tp
ve around Southview . Southview really didn't change too much other t	really	R	PREVB	tp
hing . It's a lot of stuff that really really changed in DC from what	really	R	PREVB	tp
from < school > or < school > . Not really sure if they even graduated or	really	R	PREJJ	tp
was wild . Yeah , I never got to really tell him how I felt about him .	really	R	PREVB	tp
you on crack I guess you ain't really thinking about too much . You k	really	R	PREVB	tp
Maryland , you know like- me I really couldn't tell cause it was jus	really	R	PREVB	tp
n come , I would do that . Um , I really- stopped really doing Christma	really	R	PREVB	tp
. And my sister in VA , I don't really get to see her whatsoever . It '	really	R	PREVB	tp
specially my father , my father really wanted a dude to play with any	really	R	PREVB	tp
d my females , and uh , he ain't really trip off of me being in the ho	really	R	PREVB	tp
t was real funny but they were really protective of they- uh , grandm	really	R	PREJJ	tp
rk , all that . You know we were really close . And uh , he had another	really	R	PREJJ	tp
er , my aunts- un- uncles never really showed up unless you know what	really	R	PREVB	tp
o come see Chuck , you wouldn't really see the- too many white people	really	R	PREVB	tp
nd stuff like that that wasn't really they scene but it was so unive	really	R	POSTVB	tp
verybody's out to take . Nobody really wants to give . But , you fight	really	R	PREVB	tp
nts to prove for what reason I really don't know , whatever's going o	really	R	PREVB	tp
now . That's how close we were , really . Cause when you live on Fifth	really	R	POSTVB	tp
de all the time . < ts > I didn't really start to really feel that unti	really	R	PREVB	tp
anna back- Right . But it's not really because it's- it's a jump , but	really	R	POSTVB	tp
rselves to a- some degree- Not really , she paid o- She made- We alwa	really	R	POSTVB	tp
ough you . Once you hear it you really can't stay still . The congos i	really	R	PREVB	tp
g in the chair dead and nobody really knew it . Um , so as the years w	really	R	PREVB	tp
w , people in other areas don't really use those terms when they talk	really	R	PREVB	tp
days it's cold . Somedays it's really cold . And the next day might b	really	R	PREJJ	tp
day one , man . I mean , I don't really care why they like it , you kno	really	R	PREVB	tp
m saying . But I ain't- I ain't really too worried about that . I ain '	really	R	PREJJ	tp
first question first , I don't really do it for them to help me out .	really	R	PREVB	tp
derstand you clearly . Man , I'm really so lost in the question . You s	really	R	PREJJ	tp
cess is- I don't even think he really touched the surface yet . As- a	really	R	PREVB	tp
so trendy , but , you know , you really do gotta trust your process . Y	really	R	PREVB	tp
day , artist at night . I mean , really- it's really what we define mu	really	R	POSTVB	tp
home with us more . Um , I don't really I remember having a babysitter	really	R	PREVB	tp
ere til I left for college . So really became- I don't wanna say a fa	really	R	PREVB	tp
her , but the loss of her , was really difficult . on the family , on-	really	R	PREJJ	tp
y yes . Mm , no . No . < laugh > Not really . I- I didn't not like it , but	really	R	POSTVB	tp
n't have- Oh- I don't remember really doing any extracurricular acti	really	R	PREVB	tp
we brought out the xylophones , really liked the xylophones . ( laughin	really	R	PREVB	tp
ok of things on the outside is really what changes people's minds . B	really	R	POSTVB	tp
, it's great . It's- it's- it's really good that she don't- they don '	really	R	PREJJ	tp
randma house , be like , is this really true ? Cause I remember when we	really	R	PREJJ	tp
en I was thirteen and I didn't really have nowhere to go , but I had	really	R	PREVB	tp
s it . Oh yes . I l- I- I wasn't really crazy about it but they had a	really	R	PREJJ	tp
of this house . And I was like , really ? She was like , I remember comi	really	R	POSTVB	tp
verything . And uh , I was like , really ? It's like , you came through ,	really	R	POSTVB	tp
something that- really they can say , I went to Prince	really	R	PREVB	tp
you look at like , we- God has really blessed us that the kids have	really	R	PREVB	tp
look in and I'm like , God . We really moved up . We really moved up .	really	R	PREVB	tp
before , you woulda been like , really ? And the- Actually , our old to	really	R	POSTVB	tp
A lot of people in Princeville really didn't- you hadn't- some peopl	really	R	PREVB	tp
o didn't get flooded . Downtown really did , but it wasn't as bad as P	really	R	PREVB	tp
e , okay . Is- is this- are they really serious ? But < ts > it was like-	really	R	PREJJ	tp
' s just no something that just really like , I mean we always- we got	really	R	PREVB	tp
nning her wedding . So I didn't really learn a lot and like , I just w	really	R	PREVB	tp
ing- helping a seller I wasn't really a a s- s- you know actual sell	really	R	POSTVB	tp
go . It's a little of this , and really good Mumbo ? Nobody knows what-	really	R	NPAM	tp
s go to Tarboro High School to really see how blessed we were by bei	really	R	PREVB	tp
ng for nine months . And it- it really wore me out , but I'm just glad	really	R	PREVB	tp
that they have in there . And I really think she should be mayor , but	really	R	PREVB	tp
hat's on the town council that really pushes and drives for Princevi	really	R	PREVB	tp
treet . A lot of people- it- it really messed a lot of people up . It	really	R	PREVB	tp
k that with- with the flood it really messed a lot of people up , not	really	R	PREVB	tp
onna get anything you know uh , really out of life until they decide	really	R	POSTVB	tp
aith you know and so r- I r- I really pretty much model myself to- a	really	R	PREVB	tp
my- my purpose in life is like really reaching out to help people , g	really	R	PREVB	tp
achelors degree . Somebody that really even counted themselves out fe	really	R	PREVB	tp
the teams I really root for . You know , New Orlean	really	R	PREVB	tp
skins I look at teams that are really struggling , you know those are	really	R	PREVB	tp
ried Chicken . You know I'm not really sure but Hot Shoppes Jr. was-	really	R	PREJJ	tp
even having anywhere to go . We really couldn't drive anywhere w- but	really	R	PREVB	tp
you know , that's what go go- I really- But- but it's- it's- it's- it	really	R	PREVB	tp
s Presley too . So I really wanted to be uh , a rock star ,	really	R	PREVB	tp
toward the end of the show , I really uh- and plus I knew about Elvi	really	R	PREVB	tp
. And even today you know I- I really- it really disheartens me to s	really	R	PREVB	tp
ople like W.E.B. Du Bois and I really found out that he- he had- he	really	R	PREVB	tp
h , they gave us hope . I wasn't really into the Black Panther movemen	really	R	POSTVB	tp
, you know , so James Brown was really uh , uh , instrumental in giving	really	R	POSTVB	tp
oud . Those are the things that really fueled us and gave us you know	really	R	PREVB	tp
let's go over here . Well- but really that to me was like , he just c	really	R	PREVB	tp
' em nobody bo- and they didn't really have anything so nobody bother	really	R	PREVB	tp
othing else available but they really like the wine so we would watc	really	R	PREVB	tp
n ninety eight to- eight years really . Nineteen ninety eight to two	really	R	POSTVB	tp
dope and then get the dope not really feeling normal , you know once	really	R	PREVB	tp
n't know doing things that you really don't approve of , and you're l	really	R	PREVB	tp
hat was when the go go era was really starting because they had grou	really	R	PREVB	tp
idered ECU local because I was really dead set on not leaving my gra	really	R	PREJJ	tp
hes me because I know that she really wanted me to finish , but I als	really	R	PREVB	tp
one , I kn- know that she would really want me to move away and go on	really	R	PREVB	tp
